Matricule,Id appartenance,Id fonction occupée,Nom,Prénom,Code du groupe politique,Nom court du groupe politique,Date de début d'appartenance,Date de fin d'appartenance,Nom court fonction,Date de début de la fonction,Date de fin de la fonction
000277,908,1168,Barroux,André,SOC,"Groupe Socialiste, Écologiste et Républicain",,1983-10-02 00:00:00.0,Membre,,1983-10-02 00:00:00.0
05008E,2179,2453,Bas,Philippe,UMP,Groupe Les Républicains,2011-10-01 00:00:00.0,,Membre,2011-10-01 00:00:00.0,
19741B,2992,3398,Bascher,Jérôme,NI,Réunion administrative des non-inscrits,2017-11-25 00:00:00.0,2017-11-26 00:00:00.0,Membre,2017-11-25 00:00:00.0,2017-11-26 00:00:00.0
19741B,2993,3399,Bascher,Jérôme,UMP,Groupe Les Républicains,2017-11-27 00:00:00.0,,Membre,2017-11-27 00:00:00.0,
58613L,1428,1688,Bastie,Pierre,SOC,"Groupe Socialiste, Écologiste et Républicain",,1986-07-16 00:00:00.0,Membre,,1986-07-16 00:00:00.0
000032,909,1169,Bastit-St Martin,Armand,RIAS,Républicains Indépendants d'Action Sociale (Devenu C.N.I.P.),,1980-10-01 00:00:00.0,Membre,,1980-10-01 00:00:00.0
83013L,172,172,Bataille,Jean-Paul,RI,Groupe des RI,,1999-10-16 00:00:00.0,Membre,,1999-10-16 00:00:00.0
11036J,2156,2430,Bataille,Delphine,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2017-06-27 00:00:00.0,Membre,2011-10-01 00:00:00.0,2017-06-27 00:00:00.0
11036J,2693,3075,Bataille,Delphine,LREM,"Groupe Rassemblement des démocrates, progressistes et indépendants",2017-06-28 00:00:00.0,2017-10-01 00:00:00.0,Membre,2017-06-28 00:00:00.0,2017-10-01 00:00:00.0
92007P,827,823,Baudot,Jacques,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2007-06-21 00:00:00.0,Membre,2002-12-11 00:00:00.0,2007-06-21 00:00:00.0
92007P,153,153,Baudot,Jacques,UC,Groupe Union Centriste,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
000400,910,1170,Baumel,Jacques,UNR,Union pour la Nouvelle République,,1967-04-03 00:00:00.0,Membre,,1967-04-03 00:00:00.0
59721T,911,1171,Baumet,Gilbert,RDE,Rassemblement Démocratique et Européen,,1992-10-14 00:00:00.0,Membre,,1992-10-14 00:00:00.0
000663,912,1172,Bayle,Jean-Pierre,SOC,"Groupe Socialiste, Écologiste et Républicain",,1992-10-01 00:00:00.0,Membre,,1992-10-01 00:00:00.0
86010V,261,261,Baylet,Jean-Michel,RDSE,Groupe du RDSE,,2014-09-30 00:00:00.0,Membre,,2014-09-30 00:00:00.0
000116,913,1173,Bayrou,Maurice,UNR,Union pour la Nouvelle République,,1968-10-01 00:00:00.0,Membre,,1968-10-01 00:00:00.0
19667J,2763,3157,Bazin,Arnaud,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19667J,2925,3325,Bazin,Arnaud,UMP,Groupe Les Républicains,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
79004F,270,270,Beaudeau,Marie-Claude,CRC,Groupe CRCE,,2004-09-30 00:00:00.0,Membre,,2004-09-30 00:00:00.0
01013J,520,519,Beaufils,Marie-France,AUCUN,Sénateurs n'appartenant à aucun groupe,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0,Membre,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0
01013J,583,582,Beaufils,Marie-France,CRC,Groupe CRCE,2001-10-02 00:00:00.0,2017-10-01 00:00:00.0,Membre,2001-10-02 00:00:00.0,2017-10-01 00:00:00.0
000731,1468,1728,Beaujannot,Joseph,RI,Groupe des RI,,1974-10-01 00:00:00.0,Membre,,1974-10-01 00:00:00.0
04091M,1727,1989,Beaumont,René,AUCUN,Sénateurs n'appartenant à aucun groupe,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0,Membre,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0
04091M,1734,1996,Beaumont,René,UMP,Groupe Les Républicains,2004-10-05 00:00:00.0,2014-09-30 00:00:00.0,Membre,2004-10-05 00:00:00.0,2014-09-30 00:00:00.0
000460,914,1174,Beaupetit,Charles,GD,Gauche Démocratique,,1986-09-09 00:00:00.0,Membre,,1986-09-09 00:00:00.0
58819Y,915,1175,Becam,Marc,RPR,Groupe du RPR,,1986-04-02 00:00:00.0,Membre,,1986-04-02 00:00:00.0
84003N,198,198,Bécart,Jean-Luc,CRC,Groupe CRCE,,2001-09-23 00:00:00.0,Membre,,2001-09-23 00:00:00.0
11030C,2132,2410,Béchu,Christophe,UMP,Groupe Les Républicains,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0,Membre,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0
95009E,404,412,Bécot,Michel,UC,Groupe Union Centriste,1998-10-05 00:00:00.0,2002-12-10 00:00:00.0,Membre,1998-10-05 00:00:00.0,2002-12-10 00:00:00.0
95009E,826,822,Bécot,Michel,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2014-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2014-09-30 00:00:00.0
95009E,254,254,Bécot,Michel,UC,Groupe Union Centriste,,1998-10-04 00:00:00.0,Membre,,1998-10-04 00:00:00.0
000054,1429,1689,Beguere,Antoine,RI,Groupe des RI,,1960-10-23 00:00:00.0,Membre,,1960-10-23 00:00:00.0
98006P,322,430,Bel,Jean-Pierre,SOC,"Groupe Socialiste, Écologiste et Républicain",1998-10-01 00:00:00.0,2014-09-30 00:00:00.0,Membre,1998-10-01 00:00:00.0,2004-10-04 00:00:00.0
98006P,322,2000,Bel,Jean-Pierre,SOC,"Groupe Socialiste, Écologiste et Républicain",1998-10-01 00:00:00.0,2014-09-30 00:00:00.0,Président,2004-10-05 00:00:00.0,2011-09-30 00:00:00.0
98006P,322,2612,Bel,Jean-Pierre,SOC,"Groupe Socialiste, Écologiste et Républicain",1998-10-01 00:00:00.0,2014-09-30 00:00:00.0,Membre,2011-10-01 00:00:00.0,2014-09-30 00:00:00.0
000091,916,1176,Belabed,Mohamed,NI,Réunion administrative des non-inscrits,,1962-07-04 00:00:00.0,Membre,,1962-07-04 00:00:00.0
80007A,46,46,Belcour,Henri,RPR,Groupe du RPR,,1998-09-30 00:00:00.0,Membre,,1998-09-30 00:00:00.0
19543W,2768,3162,de Belenet,Arnaud,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19543W,2881,3277,de Belenet,Arnaud,LREM,"Groupe Rassemblement des démocrates, progressistes et indépendants",2017-10-03 00:00:00.0,2020-10-04 00:00:00.0,Membre,2017-10-03 00:00:00.0,2020-10-04 00:00:00.0
19543W,3252,3667,de Belenet,Arnaud,UC,Groupe Union Centriste,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
000013,878,1138,Belhabich,Sliman,UNR,Union pour la Nouvelle République,,1962-07-04 00:00:00.0,Membre,,1962-07-04 00:00:00.0
59217G,879,1139,Belin,Gilbert,SOC,"Groupe Socialiste, Écologiste et Républicain",,1992-10-01 00:00:00.0,Membre,,1992-10-01 00:00:00.0
20024T,3094,3509,Belin,Bruno,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20024T,3176,3591,Belin,Bruno,UMP,Groupe Les Républicains,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
000234,1592,1852,Belkadi,Abdennour,RI,Groupe des RI,,1962-07-04 00:00:00.0,Membre,,1962-07-04 00:00:00.0
86011W,292,292,Bellanger,Jacques,SOC,"Groupe Socialiste, Écologiste et Républicain",,2004-09-30 00:00:00.0,Membre,,2004-09-30 00:00:00.0
20022R,3093,3508,Bellurot,Nadine,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20022R,3177,3592,Bellurot,Nadine,UMP,Groupe Les Républicains,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
89013M,825,821,Belot,Claude,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0
89013M,2330,2614,Belot,Claude,UMP,Groupe Les Républicains,2011-10-01 00:00:00.0,2014-09-30 00:00:00.0,Membre,2011-10-01 00:00:00.0,2014-09-30 00:00:00.0
89013M,40,40,Belot,Claude,UC,Groupe Union Centriste,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
57701F,880,1140,Beloucif,Amar,NI,Réunion administrative des non-inscrits,,1962-07-04 00:00:00.0,Membre,,1962-07-04 00:00:00.0
19954N,3075,3490,Belrhiti,Catherine,NI,Réunion administrative des non-inscrits,2020-07-14 00:00:00.0,2020-07-14 00:00:00.0,Membre,2020-07-14 00:00:00.0,2020-07-14 00:00:00.0
19954N,3076,3491,Belrhiti,Catherine,UMP,Groupe Les Républicains,2020-07-15 00:00:00.0,,Membre,2020-07-15 00:00:00.0,
000021,881,1141,Benacer,Salah,NI,Réunion administrative des non-inscrits,,1961-11-12 00:00:00.0,Membre,,1961-11-12 00:00:00.0
000064,1593,1853,Benali,Brahim,GD,Gauche Démocratique,,1962-07-04 00:00:00.0,Membre,,1962-07-04 00:00:00.0
000321,882,1142,Benard Mousseaux,Jean,UREI,Union des Républicains et des Indépendants,,1989-10-01 00:00:00.0,Membre,,1989-10-01 00:00:00.0
000541,1594,1854,Benard,Paul,RPR,Groupe du RPR,,1987-02-02 00:00:00.0,Membre,,1987-02-02 00:00:00.0
20110Q,3143,3558,Benarroche,Guy,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20110Q,3239,3654,Benarroche,Guy,GEST,Groupe Écologiste - Solidarité et Territoires,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
11033F,2297,2571,Benbassa,Esther,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2012-01-10 00:00:00.0,Membre,2011-10-01 00:00:00.0,2012-01-10 00:00:00.0
11033F,2349,2670,Benbassa,Esther,ECO,Groupe écologiste,2012-01-11 00:00:00.0,2017-06-29 00:00:00.0,Membre,2012-01-11 00:00:00.0,2017-06-29 00:00:00.0
11033F,2721,3104,Benbassa,Esther,NI,Réunion administrative des non-inscrits,2017-06-30 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-06-30 00:00:00.0,2017-10-02 00:00:00.0
11033F,2860,3255,Benbassa,Esther,CRC,Groupe CRCE,2017-10-03 00:00:00.0,2020-10-04 00:00:00.0,Membre,2017-10-03 00:00:00.0,2020-10-04 00:00:00.0
11033F,3241,3656,Benbassa,Esther,GEST,Groupe Écologiste - Solidarité et Territoires,2020-10-05 00:00:00.0,2021-09-14 00:00:00.0,Membre,2020-10-05 00:00:00.0,2021-09-14 00:00:00.0
11033F,3280,3696,Benbassa,Esther,NI,Réunion administrative des non-inscrits,2021-09-15 00:00:00.0,,Membre,2021-09-15 00:00:00.0,
000665,1595,1855,Bencherif,Mouaouia,GD,Gauche Démocratique,,1962-07-04 00:00:00.0,Membre,,1962-07-04 00:00:00.0
000047,883,1143,Bene,Jean,SOC,"Groupe Socialiste, Écologiste et Républicain",,1971-10-01 00:00:00.0,Membre,,1971-10-01 00:00:00.0
59309K,884,1144,Benedetti,Georges,SOC,"Groupe Socialiste, Écologiste et Républicain",,1988-06-24 00:00:00.0,Membre,,1988-06-24 00:00:00.0
000759,1469,1729,Benhabyles,Chérif,GD,Gauche Démocratique,,1959-08-28 00:00:00.0,Membre,,1959-08-28 00:00:00.0
58302X,885,1145,Benoist,Daniel,SOC,"Groupe Socialiste, Écologiste et Républicain",,1967-04-03 00:00:00.0,Membre,,1967-04-03 00:00:00.0
56326X,886,1146,Bentchicou,Ahmed,UNR,Union pour la Nouvelle République,,1962-07-04 00:00:00.0,Membre,,1962-07-04 00:00:00.0
000553,887,1147,Beranger,Jean,GD,Gauche Démocratique,,1986-10-01 00:00:00.0,Membre,,1986-10-01 00:00:00.0
59566B,888,1148,Berard,Jacques,RPR,Groupe du RPR,,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
74011H,148,148,Berchet,Georges,RDSE,Groupe du RDSE,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
000285,889,1149,Bergeal,Aimé,SOC,"Groupe Socialiste, Écologiste et Républicain",,1973-09-26 00:00:00.0,Membre,,1973-09-20 00:00:00.0
89019T,83,83,Bergé-Lavigne,Maryse,SOC,"Groupe Socialiste, Écologiste et Républicain",,2008-09-30 00:00:00.0,Membre,,2008-09-30 00:00:00.0
02007Q,664,659,Bergelin,Christian,RPR,Groupe du RPR,2002-10-01 00:00:00.0,2002-12-10 00:00:00.0,Membre,2002-10-01 00:00:00.0,2002-12-10 00:00:00.0
02007Q,758,754,Bergelin,Christian,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2002-12-19 00:00:00.0,Membre,2002-12-11 00:00:00.0,2002-12-19 00:00:00.0
08055A,1980,2253,Bérit-Débat,Claude,SOC,"Groupe Socialiste, Écologiste et Républicain",2008-10-01 00:00:00.0,2020-09-30 00:00:00.0,Membre,2008-10-01 00:00:00.0,2020-09-30 00:00:00.0
92009R,151,151,Bernadaux,Jean,UC,Groupe Union Centriste,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
92010J,145,145,Bernard,Jean,RPR,Groupe du RPR,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
59583C,890,1150,Bernard,Roland,SOC,"Groupe Socialiste, Écologiste et Républicain",,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
89020L,824,820,Bernardet,Daniel,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2007-11-21 00:00:00.0,Membre,2002-12-11 00:00:00.0,2007-11-21 00:00:00.0
89020L,106,106,Bernardet,Daniel,UC,Groupe Union Centriste,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
07003H,1844,2123,Bernard-Reymond,Pierre,NI,Réunion administrative des non-inscrits,2007-01-26 00:00:00.0,2007-02-04 00:00:00.0,Membre,2007-01-26 00:00:00.0,2007-02-04 00:00:00.0
07003H,1845,2124,Bernard-Reymond,Pierre,UMP,Groupe Les Républicains,2007-02-05 00:00:00.0,2011-09-25 00:00:00.0,Membre,2007-02-05 00:00:00.0,2011-09-25 00:00:00.0
07003H,2314,2588,Bernard-Reymond,Pierre,NI,Réunion administrative des non-inscrits,2011-09-26 00:00:00.0,2014-09-30 00:00:00.0,Membre,2011-09-26 00:00:00.0,2014-09-30 00:00:00.0
000340,891,1151,Bernier,Lucien,SOC,"Groupe Socialiste, Écologiste et Républicain",,1968-10-01 00:00:00.0,Membre,,1968-10-01 00:00:00.0
000353,1427,1687,Berrier,Noël,SOC,"Groupe Socialiste, Écologiste et Républicain",,1986-12-18 00:00:00.0,Membre,,1986-12-18 00:00:00.0
11068S,2147,2421,Berson,Michel,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2017-06-27 00:00:00.0,Membre,2011-10-01 00:00:00.0,2015-06-09 00:00:00.0
11068S,2147,2998,Berson,Michel,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2017-06-27 00:00:00.0,Membre,2015-06-10 00:00:00.0,2017-06-27 00:00:00.0
11068S,2694,3076,Berson,Michel,LREM,"Groupe Rassemblement des démocrates, progressistes et indépendants",2017-06-28 00:00:00.0,2017-10-01 00:00:00.0,Membre,2017-06-28 00:00:00.0,2017-10-01 00:00:00.0
04098U,1801,2079,Bertaud,Claude,UMP,Groupe Les Républicains,2004-11-02 00:00:00.0,2005-06-28 00:00:00.0,Membre,2004-11-02 00:00:00.0,2005-06-28 00:00:00.0
000701,1470,1730,Bertaud,Jean,RPR,Groupe du RPR,,1977-10-02 00:00:00.0,Membre,,1977-10-02 00:00:00.0
19575F,2822,3216,Berthet,Martine,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-09-25 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-09-25 00:00:00.0,2017-10-02 00:00:00.0
19575F,2926,3326,Berthet,Martine,UMP,Groupe Les Républicains,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
000711,1471,1731,Berthoin,Jean,GD,Gauche Démocratique,,1974-10-01 00:00:00.0,Membre,,1974-10-01 00:00:00.0
08059E,1989,2260,Berthou,Jacques,SOC,"Groupe Socialiste, Écologiste et Républicain",2008-10-01 00:00:00.0,2014-09-30 00:00:00.0,Membre,2008-10-01 00:00:00.0,2014-09-30 00:00:00.0
000113,892,1152,Bertrand,Marcel,SOC,"Groupe Socialiste, Écologiste et Républicain",,1961-09-19 00:00:00.0,Membre,,1961-09-19 00:00:00.0
11081P,2367,2687,Bertrand,Alain,AUCUN,Sénateurs n'appartenant à aucun groupe,2011-10-01 00:00:00.0,2011-10-03 00:00:00.0,Membre,2011-10-01 00:00:00.0,2011-10-03 00:00:00.0
11081P,2176,2450,Bertrand,Alain,RDSE,Groupe du RDSE,2011-10-04 00:00:00.0,2011-12-22 00:00:00.0,Membre,2011-10-04 00:00:00.0,2011-12-22 00:00:00.0
11081P,2371,2691,Bertrand,Alain,RDSE,Groupe du RDSE,2012-03-19 00:00:00.0,2020-03-03 00:00:00.0,Membre,2012-03-19 00:00:00.0,2020-03-03 00:00:00.0
14115H,2848,3242,Bertrand,Anne-Marie,NI,Réunion administrative des non-inscrits,2017-09-23 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-09-23 00:00:00.0,2017-10-02 00:00:00.0
14115H,2927,3327,Bertrand,Anne-Marie,UMP,Groupe Les Républicains,2017-10-03 00:00:00.0,2020-09-30 00:00:00.0,Membre,2017-10-03 00:00:00.0,2020-09-30 00:00:00.0
58911T,893,1153,Besse,Guy,RDE,Rassemblement Démocratique et Européen,,1989-10-01 00:00:00.0,Membre,,1989-10-01 00:00:00.0
89010J,670,666,Besse,Roger,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2008-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2008-09-30 00:00:00.0
89010J,36,36,Besse,Roger,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
89015P,62,62,Besson,Jean,SOC,"Groupe Socialiste, Écologiste et Républicain",1989-10-02 00:00:00.0,2014-09-30 00:00:00.0,Membre,1989-10-02 00:00:00.0,2014-09-30 00:00:00.0
000682,1472,1732,Besson,Roger,SOC,"Groupe Socialiste, Écologiste et Républicain",,1970-11-23 00:00:00.0,Membre,,1970-11-23 00:00:00.0
01001E,439,456,Béteille,Laurent,NI,Réunion administrative des non-inscrits,2001-01-17 00:00:00.0,2001-01-18 00:00:00.0,Membre,2001-01-17 00:00:00.0,2001-01-18 00:00:00.0
01001E,440,457,Béteille,Laurent,RPR,Groupe du RPR,2001-01-18 00:00:00.0,2002-12-10 00:00:00.0,Membre,2001-01-18 00:00:00.0,2002-12-10 00:00:00.0
01001E,741,737,Béteille,Laurent,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0
000036,894,1154,Bethouart,Antoine,UCDP,Union Centriste des Démocrates de Progrès,,1971-10-01 00:00:00.0,Membre,,1971-10-01 00:00:00.0
59522N,895,1155,Bettencourt,André,RI,Groupe des RI,,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
79002D,896,1156,Bialski,Jacques,SOC,"Groupe Socialiste, Écologiste et Républicain",,1997-07-02 00:00:00.0,Membre,,1997-07-02 00:00:00.0
89021M,509,508,Biarnès,Pierre,CRC,Groupe CRCE,2001-09-04 00:00:00.0,2005-03-17 00:00:00.0,Membre,2001-09-04 00:00:00.0,2005-03-17 00:00:00.0
89021M,1818,2097,Biarnès,Pierre,CRC,Groupe CRCE,2005-03-18 00:00:00.0,2008-09-30 00:00:00.0,Membre,2005-03-18 00:00:00.0,2008-09-30 00:00:00.0
89021M,309,309,Biarnès,Pierre,SOC,"Groupe Socialiste, Écologiste et Républicain",,2001-09-03 00:00:00.0,Membre,,2001-09-03 00:00:00.0
78007E,248,248,Bidard-Reydet,Danielle,CRC,Groupe CRCE,,2004-09-30 00:00:00.0,Membre,,2004-09-30 00:00:00.0
14093U,2468,2786,Bignon,Jérôme,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14093U,2529,2861,Bignon,Jérôme,UMP,Groupe Les Républicains,2014-10-07 00:00:00.0,2017-10-02 00:00:00.0,Membre,2014-10-07 00:00:00.0,2017-10-02 00:00:00.0
14093U,2867,3262,Bignon,Jérôme,RTLI,Groupe Les Indépendants - République et Territoires,2017-10-03 00:00:00.0,2020-09-30 00:00:00.0,Membre,2017-10-03 00:00:00.0,2020-09-30 00:00:00.0
14065Q,2480,2798,Bigot,Jacques,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14065Q,2597,2945,Bigot,Jacques,SOC,"Groupe Socialiste, Écologiste et Républicain",2014-10-07 00:00:00.0,2020-09-30 00:00:00.0,Membre,2014-10-07 00:00:00.0,2020-09-30 00:00:00.0
19549D,2759,3153,Bigot,Joël,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19549D,2899,3296,Bigot,Joël,SOC,"Groupe Socialiste, Écologiste et Républicain",2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
20116W,3147,3562,Bilhac,Christian,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20116W,3169,3584,Bilhac,Christian,RDSE,Groupe du RDSE,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
95010W,859,1119,Billard,Claude,CRC,Groupe CRCE,,1997-06-12 00:00:00.0,Membre,,1997-06-12 00:00:00.0
01064V,639,636,Billard,Joël,NI,Réunion administrative des non-inscrits,2001-10-15 00:00:00.0,2001-11-06 00:00:00.0,Membre,2001-10-15 00:00:00.0,2001-11-06 00:00:00.0
01064V,640,637,Billard,Joël,RI,Groupe des RI,2001-11-06 00:00:00.0,2002-12-10 00:00:00.0,Membre,2001-11-06 00:00:00.0,2002-12-10 00:00:00.0
01064V,798,794,Billard,Joël,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2014-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2014-09-30 00:00:00.0
58328J,860,1120,Billeres,René,GDSRG,Formation des Sénateurs Radicaux de Gauche,,1983-10-02 00:00:00.0,Membre,,1983-10-02 00:00:00.0
000083,861,1121,Billiemaz,Auguste,GDSRG,Formation des Sénateurs Radicaux de Gauche,,1980-10-01 00:00:00.0,Membre,,1980-10-01 00:00:00.0
14030Q,2447,2765,Billon,Annick,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14030Q,2570,2905,Billon,Annick,UC,Groupe Union Centriste,2014-10-07 00:00:00.0,,Membre,2014-10-07 00:00:00.0,
04054G,2356,2677,Billout,Michel,AUCUN,Sénateurs n'appartenant à aucun groupe,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0,Membre,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0
04054G,1686,1948,Billout,Michel,CRC,Groupe CRCE,2004-10-05 00:00:00.0,2017-10-01 00:00:00.0,Membre,2004-10-05 00:00:00.0,2017-10-01 00:00:00.0
86005Y,119,119,Bimbenet,Jacques,RDSE,Groupe du RDSE,,2001-10-01 00:00:00.0,Membre,,2001-10-01 00:00:00.0
01049W,557,556,Biwer,Claude,AUCUN,Sénateurs n'appartenant à aucun groupe,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0,Membre,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0
01049W,576,575,Biwer,Claude,UC,Groupe Union Centriste,2001-10-02 00:00:00.0,2011-09-30 00:00:00.0,Membre,2001-10-02 00:00:00.0,2004-10-05 00:00:00.0
01049W,576,2069,Biwer,Claude,UC,Groupe Union Centriste,2001-10-02 00:00:00.0,2011-09-30 00:00:00.0,Vice-Président,2004-10-06 00:00:00.0,2011-09-30 00:00:00.0
96004D,684,680,Bizet,Jean,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2020-11-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2020-11-30 00:00:00.0
96004D,143,143,Bizet,Jean,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
89012L,42,42,Blaizot,François,UC,Groupe Union Centriste,,1998-09-30 00:00:00.0,Membre,,1998-09-30 00:00:00.0
01005J,512,511,Blanc,Jacques,AUCUN,Sénateurs n'appartenant à aucun groupe,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0,Membre,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0
01005J,577,576,Blanc,Jacques,RI,Groupe des RI,2001-10-02 00:00:00.0,2002-12-10 00:00:00.0,Membre,2001-10-02 00:00:00.0,2002-12-10 00:00:00.0
01005J,792,788,Blanc,Jacques,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0
59567C,862,1122,Blanc,Jean-Pierre,UC,Groupe Union Centriste,,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
92011K,695,691,Blanc,Paul,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0
92011K,210,210,Blanc,Paul,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
17367Q,3156,3571,Blanc,Étienne,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
17367Q,3178,3593,Blanc,Étienne,UMP,Groupe Les Républicains,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
57426F,863,1123,Blanchet,Jean-Pierre,NI,Réunion administrative des non-inscrits,,1974-10-01 00:00:00.0,Membre,,1974-10-01 00:00:00.0
20086J,3129,3544,Blanc,Jean-Baptiste,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20086J,3180,3595,Blanc,Jean-Baptiste,UMP,Groupe Les Républicains,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
